2026-01-09 10:19:20,262 [INFO] 开始启动浏览器实例
2026-01-09 18:35:37,479 [INFO] 成功获取到值: 鲁寿渔65877
2026-01-09 18:35:37,481 [INFO] 获取到的参数: targetId=2601091317204005426, mmsi=412321596, callSign=25005, imo=9324667, terminal=876346, vesselName=LULAIZHOUYU60919, shipName=鲁寿渔65877
2026-01-09 18:35:39,519 [INFO] 全局公共参数获取成功
2026-01-09 18:35:39,520 [INFO] 开始创建页面并执行登录
2026-01-09 18:35:39,823 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 18:35:55,603 [INFO] 正在执行登录操作
2026-01-09 18:35:56,882 [INFO] 登录成功
2026-01-09 18:35:59,025 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 18:35:59,559 [INFO] 正在点击目标类型按钮: 雷 达
2026-01-09 18:36:01,749 [INFO] 正在点击目标类型按钮: AIS_A
2026-01-09 18:36:03,919 [INFO] 正在点击目标类型按钮: AIS_B
2026-01-09 18:36:06,066 [INFO] 正在点击目标类型按钮: 雷达AIS_A
2026-01-09 18:36:08,218 [INFO] 正在点击目标类型按钮: 雷达AIS_B
2026-01-09 18:36:10,404 [INFO] 正在点击目标类型按钮: 其 他
2026-01-09 18:36:13,444 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 18:36:13,472 [INFO] 页面上下文已关闭
2026-01-09 18:36:13,924 [INFO] 浏览器实例已关闭
2026-01-09 18:41:01,942 [INFO] 开始启动浏览器实例
2026-01-09 18:41:02,798 [INFO] 浏览器实例启动成功
2026-01-09 18:41:04,896 [INFO] 开始获取全局公共参数
2026-01-09 18:41:04,896 [INFO] 正在请求登录接口获取token
2026-01-09 18:41:04,896 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 18:41:07,473 [INFO] 接口调用成功: 200
2026-01-09 18:41:09,520 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 18:41:09,520 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 18:41:09,520 [INFO] 正在请求目标接口获取公共参数
2026-01-09 18:41:09,521 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:41:13,418 [INFO] 接口调用成功: 200
2026-01-09 18:41:15,461 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:41:18,787 [INFO] 接口调用成功: 200
2026-01-09 18:41:20,850 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 18:41:20,850 [INFO] 成功获取到值: 2601091504304029977
2026-01-09 18:41:20,877 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 18:41:20,877 [INFO] 成功获取到值: 538006628
2026-01-09 18:41:20,905 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 18:41:20,905 [INFO] 成功获取到值: V7PG8
2026-01-09 18:41:20,925 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 18:41:20,925 [INFO] 成功获取到值: 9398759
2026-01-09 18:41:20,943 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 18:41:20,943 [INFO] 成功获取到值: 876714
2026-01-09 18:41:20,968 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 18:41:20,968 [INFO] 成功获取到值: TOSCO QIANAN
2026-01-09 18:41:20,985 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 18:41:20,986 [INFO] 成功获取到值: 鲁寿渔65190
2026-01-09 18:41:20,986 [INFO] 获取到的参数: targetId=2601091504304029977, mmsi=538006628, callSign=V7PG8, imo=9398759, terminal=876714, vesselName=TOSCO QIANAN, shipName=鲁寿渔65190
2026-01-09 18:41:23,029 [INFO] 全局公共参数获取成功
2026-01-09 18:41:23,030 [INFO] 开始创建页面并执行登录
2026-01-09 18:41:23,276 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 18:41:37,502 [INFO] 正在执行登录操作
2026-01-09 18:41:41,936 [INFO] 登录成功
2026-01-09 18:41:44,123 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 18:41:44,806 [INFO] 正在点击目标类型按钮: 雷 达
2026-01-09 18:41:47,035 [INFO] 正在点击目标类型按钮: AIS_A
2026-01-09 18:41:49,184 [INFO] 正在点击目标类型按钮: AIS_B
2026-01-09 18:41:51,329 [INFO] 正在点击目标类型按钮: 雷达AIS_A
2026-01-09 18:41:53,482 [INFO] 正在点击目标类型按钮: 雷达AIS_B
2026-01-09 18:41:55,617 [INFO] 正在点击目标类型按钮: 其 他
2026-01-09 18:41:58,860 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 18:41:58,885 [INFO] 页面上下文已关闭
2026-01-09 18:41:59,368 [INFO] 浏览器实例已关闭
2026-01-09 18:43:32,982 [INFO] 开始启动浏览器实例
2026-01-09 18:43:33,681 [INFO] 浏览器实例启动成功
2026-01-09 18:43:35,761 [INFO] 开始获取全局公共参数
2026-01-09 18:43:35,762 [INFO] 正在请求登录接口获取token
2026-01-09 18:43:35,762 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 18:43:38,442 [INFO] 接口调用成功: 200
2026-01-09 18:43:40,487 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 18:43:40,487 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 18:43:40,487 [INFO] 正在请求目标接口获取公共参数
2026-01-09 18:43:40,504 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:43:43,720 [INFO] 接口调用成功: 200
2026-01-09 18:43:45,760 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:43:49,029 [INFO] 接口调用成功: 200
2026-01-09 18:43:51,103 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 18:43:51,104 [INFO] 成功获取到值: 2601030649394005005
2026-01-09 18:43:51,126 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 18:43:51,126 [INFO] 成功获取到值: 413537550
2026-01-09 18:43:51,152 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 18:43:51,152 [INFO] 成功获取到值: BPHM4
2026-01-09 18:43:51,175 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 18:43:51,175 [INFO] 成功获取到值: 9559327
2026-01-09 18:43:51,190 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 18:43:51,190 [INFO] 成功获取到值: 876469
2026-01-09 18:43:51,214 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 18:43:51,215 [INFO] 成功获取到值: LI HUA 28
2026-01-09 18:43:51,228 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 18:43:51,229 [INFO] 成功获取到值: 鲁寿渔60036
2026-01-09 18:43:51,230 [INFO] 获取到的参数: targetId=2601030649394005005, mmsi=413537550, callSign=BPHM4, imo=9559327, terminal=876469, vesselName=LI HUA 28, shipName=鲁寿渔60036
2026-01-09 18:43:53,277 [INFO] 全局公共参数获取成功
2026-01-09 18:43:53,278 [INFO] 开始创建页面并执行登录
2026-01-09 18:43:53,583 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 18:44:07,716 [INFO] 正在执行登录操作
2026-01-09 18:44:13,071 [INFO] 登录成功
2026-01-09 18:44:16,583 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 18:44:21,152 [INFO] 正在点击目标类型按钮: 雷 达
2026-01-09 18:44:23,316 [INFO] 正在点击目标类型按钮: AIS_A
2026-01-09 18:44:25,471 [INFO] 正在点击目标类型按钮: AIS_B
2026-01-09 18:44:27,619 [INFO] 正在点击目标类型按钮: 雷达AIS_A
2026-01-09 18:44:29,761 [INFO] 正在点击目标类型按钮: 雷达AIS_B
2026-01-09 18:44:31,936 [INFO] 正在点击目标类型按钮: 其 他
2026-01-09 18:44:35,265 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 18:44:35,307 [INFO] 页面上下文已关闭
2026-01-09 18:44:35,775 [INFO] 浏览器实例已关闭
